Redshift,Luminosity,logTi
1.308745299102075,6.738170496679639e+50,-0.44332279662181734
2.2165931915987125,8.442661983988574e+50,-0.33810905144521747
2.882556355248252,1.3283190234241527e+51,-0.9773738392389377
2.149410252609856,3.4126306126966906e+50,-0.8805593490171997
2.3065494904952115,4.297918053683916e+50,-0.16639097363760708
1.483697756237886,1.690694287784796e+51,0.20451296014102124
3.0529627062717886,9.789868077096044e+49,-1.5132086967676712
2.7757431230539176,2.287570472883838e+51,-0.36576721986551214
1.4542935176555603,1.2003780906163584e+51,-1.0840866161135148
1.093172036362085,1.1978174431861477e+51,0.338436192071344
1.5838527225069234,1.026178013810779e+49,-1.3563919713440242
2.2386448925658557,2.9304312492757063e+50,-1.1774352125776497
2.2387124217264813,8.710294051695152e+49,-0.9111149869366175
0.8307906591266535,2.0566320304609488e+51,0.15015373654489853
1.7879812494642002,1.5748065225670956e+51,-0.536476923309251
1.5646419363625248,3.598685995046615e+49,-0.20565602909336478
2.172538251810379,1.106665247614964e+51,-0.09390644356803003
1.6100342265564744,6.17000364127634e+50,0.1059331474939817
1.7523532871299348,1.1982172395870288e+51,-0.9468846779679421
0.7787759798338105,5.296132188494041e+50,-0.5848741309516202
0.5706539093425573,1.3598523174864409e+51,-0.6685332559656199
0.8724883666357859,1.2256870137488227e+51,0.07294722775491769
1.8513585183812578,1.901007421988249e+50,-0.307387412054732
1.7194834004974018,3.01019140885413e+50,0.8133767481815973
1.3351973632917655,1.4280085657765078e+51,0.024958865749991066
0.8316996535174137,1.5611558561829807e+51,-0.18460876872266813
2.689694369543378,1.5176957766723518e+50,-1.1785194470602867
1.1791683031697755,8.535426514791697e+50,-0.853492623923011
1.269115359225904,1.2188243891726107e+51,0.22346566788523958
2.461956964708082,3.767342973665923e+50,0.3139181129314881
1.650483166605801,1.0129578479421912e+50,-0.9124632772915214
2.1976807795283952,6.2360260691299895e+50,-0.21736997383724638
1.6824698467773096,1.6975469984744674e+51,-1.171511260650078
2.410643950359998,2.147381839631636e+50,-0.09965643680966918
1.15591538964038,8.289461983890412e+50,-0.4636480223890801
2.190084153315,4.873284398684704e+50,-0.06943083903922365
3.6791004605479314,9.71603716064781e+49,-0.08163435093977345
1.9385981023221641,2.1274339675139027e+50,-0.2866699194209163
2.726428234171091,1.8489466831954685e+51,-0.443269627782347
1.6958574038959415,3.392742815240863e+50,0.21542404155096356
1.3367136750755009,1.3512152053957256e+51,0.32105206864412844
1.8709100881734737,1.0530498501394303e+49,-0.7061072928775801
2.182544522470732,2.160637692090254e+51,-0.385586077915567
1.2184957812965835,2.4585956399894797e+50,-0.777064020915268
