Redshift,Luminosity,logTi
0.43385208878765225,1.049058476768965e+51,0.08787129012362366
1.9577714724046869,1.845558156600358e+51,-1.2508117387887683
1.7483187025641749,3.1275439425583865e+50,-0.11612557927048768
1.6297282624517742,2.3473696134979896e+51,-0.08794148651289069
1.9494540565618144,2.0445339766519524e+50,-0.41395820341883377
3.2349699257511237,1.8495498814065516e+51,0.661147998823663
1.2295321858043473,6.115231120996927e+49,-0.41952562169593066
2.4321348314199214,1.4492406726705045e+51,-0.28011156076682325
1.2572162065905064,1.0078491048864975e+50,-1.4060292461230168
1.8664343782880042,2.4964593859635195e+49,0.03182987886659239
1.6884579206131274,1.5031161090596194e+50,-0.51853808430607
1.9787202600360518,1.678407056985786e+50,-0.5708601485696111
1.0109227313559275,9.867479294674883e+50,-0.49109727260637664
2.492931713367787,1.5043729341458442e+51,0.4689537796712333
0.9640343581172438,1.394603664847671e+51,0.08960149099888784
1.7133663758885163,1.4702651502575785e+51,-1.0577792073325036
0.5630537990714496,4.2756938693818e+50,-0.5506380399983913
1.9203399471019396,8.521668071328648e+50,0.18284333361041452
2.017798330009753,4.6284673547757226e+49,0.9365468992664561
0.8057544899279289,5.661625542509454e+50,-0.5314330550399354
1.4267550226723118,2.5470061303185273e+49,-0.6511055905523893
1.56144140561949,1.5042729829272026e+51,-0.14877905720973195
1.2574226445931105,4.813163798896612e+50,-0.20542734844583604
1.8815025731705366,3.4355262634156734e+50,-0.7791032773425264
1.71371756765071,1.188326242183644e+51,-0.30458262307405093
2.0696864961662316,1.0515823784483488e+51,-0.47833626897578196
2.20936484841847,6.946084468160435e+50,-1.7214398704500995
2.1153313388074064,2.5378915736991076e+50,-1.00239271004245
2.3989722868948684,1.672981387427926e+51,-0.33357900537510865
1.9422397869220518,9.885692044148069e+50,0.37116246143417153
1.1881236805023485,2.7310817875567894e+50,0.37531040374289837
1.012141079739743,8.716057568622716e+50,0.025066178678808892
1.379659169469159,7.67426813830012e+50,-0.039351256342309404
1.1725134064306038,6.028050735477881e+49,-0.18291156522804647
1.8588575524764959,6.604453956686334e+50,-0.244102593993146
1.7112030440188923,1.1119348325497248e+51,-0.802540853208682
1.33840293849334,8.939921326506027e+50,-0.29582328081809783
2.037151693329496,1.5004492171810668e+51,-0.601715659258138
0.9489438798485084,3.4993688680421197e+50,-0.5702003102856757
1.4149098473481418,3.255652293693548e+51,-0.16255942096245352
2.8348400099010185,7.966936020120085e+50,-0.4941027950590676
0.8605987342339101,1.1565059107522086e+51,-0.10708757488195503
1.69307763467837,8.919953344326112e+50,-0.5629874211442828
1.9279597349749578,1.4584786667774951e+51,0.07530715984964007
1.0656688155450376,1.1926701315301336e+51,-1.4460059867673856
1.7928514799788189,6.0647968490727576e+50,-0.6028123869648765
1.3926276319272741,1.2573681501475459e+51,-0.27382078832084894
1.1593662173921082,1.6235864998824386e+51,-0.27068876814506215
1.7042680974819755,4.8968877090547923e+48,-0.9542344250375093
0.8987104266363584,1.1530602663704053e+51,-0.9529955664630393
1.3508033166933402,2.1364952479581957e+51,-0.47925436836144497
0.7578901164707452,2.6704424880401857e+51,-0.6274693608338724
1.0968721158424517,1.83224089565387e+51,0.03781819833665012
